Order ID,Order Date,Product Name,Category,Region,Sales,Profit,Quantity
ORD-14073,2022-12-23,Stapler Set,Office Supplies,South,69.8,16.29,5
ORD-60342,2022-12-23,Highlighter Pack,Office Supplies,West,33.58,6.36,2
ORD-47304,2022-12-24,Pen Set,Office Supplies,West,230.88,74.62,10
ORD-75991,2022-12-24,Wooden Bookshelf,Furniture,South,645.49,99.91,3
ORD-15170,2022-12-24,Leather Sofa,Furniture,East,2308.65,267.05,2
ORD-64401,2022-12-25,Wooden Bookshelf,Furniture,South,1473.04,140.69,7
ORD-63363,2022-12-25,Glass Coffee Table,Furniture,East,1537.24,162.42,5
ORD-38063,2022-12-25,IKEA Standing Desk,Furniture,West,714.41,58.52,2
ORD-92050,2022-12-25,A4 Paper Ream,Office Supplies,Central,35.53,7.45,5
ORD-25655,2022-12-26,Glass Coffee Table,Furniture,East,1588.83,280.2,5
ORD-44242,2022-12-26,HP LaserJet Printer,Technology,Central,1619.52,315.11,6
ORD-14763,2022-12-27,Binder Clips Box,Office Supplies,East,21.9,7.47,3
ORD-43552,2022-12-28,Logitech Wireless Mouse,Technology,West,171.73,49.2,5
ORD-82963,2022-12-29,Leather Sofa,Furniture,East,1243.3,242.64,1
ORD-82450,2022-12-29,Sony Headphones,Technology,Central,993.79,147.81,6
ORD-14202,2022-12-30,Herman Miller Chair,Furniture,West,1881.09,332.98,2
ORD-31146,2023-01-01,Apple MacBook Pro,Technology,East,10243.98,1287.19,7
ORD-14099,2023-01-01,Dell XPS 15,Technology,East,3447.74,558.96,3
ORD-72463,2023-01-01,Binder Clips Box,Office Supplies,South,12.33,3.63,2
ORD-52182,2023-01-02,Sticky Notes Pack,Office Supplies,South,72.36,22.91,8
ORD-68170,2023-01-02,Glass Coffee Table,Furniture,South,1405.98,262.25,5
ORD-44116,2023-01-03,IKEA Standing Desk,Furniture,East,4637.18,601.96,10
ORD-84895,2023-01-04,Leather Sofa,Furniture,South,9094.08,1648.68,8
ORD-77717,2023-01-04,Apple MacBook Pro,Technology,West,6892.0,1635.15,5
ORD-47040,2023-01-05,Apple MacBook Pro,Technology,West,10660.02,1376.02,8
ORD-32058,2023-01-05,Herman Miller Chair,Furniture,West,3751.7,674.57,5
ORD-85502,2023-01-05,Sony Headphones,Technology,Central,1315.55,288.53,8
ORD-64386,2023-01-05,Stapler Set,Office Supplies,Central,16.56,3.39,1
ORD-88525,2023-01-06,Dell XPS 15,Technology,West,2293.61,336.99,2
ORD-86720,2023-01-07,Glass Coffee Table,Furniture,Central,1432.88,143.14,5
ORD-91685,2023-01-08,Glass Coffee Table,Furniture,West,2942.9,312.56,10
ORD-80310,2023-01-09,Wooden Bookshelf,Furniture,South,1470.05,140.93,7
ORD-58929,2023-01-10,Canon DSLR Camera,Technology,South,1043.41,212.08,2
ORD-43496,2023-01-10,HP LaserJet Printer,Technology,South,878.13,128.03,3
ORD-59278,2023-01-11,Glass Coffee Table,Furniture,Central,2423.62,450.73,9
ORD-38939,2023-01-12,Filing Cabinet,Furniture,West,543.33,75.11,3
ORD-34430,2023-01-13,Sticky Notes Pack,Office Supplies,Central,40.62,10.5,4
ORD-28430,2023-01-14,Whiteboard Markers,Office Supplies,East,89.44,30.96,7
ORD-33083,2023-01-14,Sony Headphones,Technology,West,1481.66,364.81,8
ORD-63127,2023-01-14,Dell XPS 15,Technology,South,1680.53,315.1,2
ORD-65675,2023-01-16,Highlighter Pack,Office Supplies,Central,104.79,35.59,7
ORD-32779,2023-01-18,Leather Sofa,Furniture,West,2538.92,408.43,2
ORD-57945,2023-01-18,Highlighter Pack,Office Supplies,East,186.57,-14.27,10
ORD-44964,2023-01-19,Stapler Set,Office Supplies,West,16.44,4.7,1
ORD-53536,2023-01-19,Filing Cabinet,Furniture,East,596.97,52.22,3
ORD-37665,2023-01-19,Glass Coffee Table,Furniture,South,1387.73,219.52,6
ORD-23994,2023-01-20,Leather Sofa,Furniture,South,2632.76,343.93,3
ORD-19103,2023-01-20,HP LaserJet Printer,Technology,Central,3350.22,528.93,10
ORD-25218,2023-01-21,Dell XPS 15,Technology,East,6344.88,1034.65,6
ORD-52143,2023-01-21,Glass Coffee Table,Furniture,East,3051.21,556.16,8
ORD-87015,2023-01-21,Leather Sofa,Furniture,East,2706.05,413.54,2
ORD-24790,2023-01-22,Wooden Bookshelf,Furniture,West,1083.56,116.29,5
ORD-61347,2023-01-22,Whiteboard Markers,Office Supplies,West,109.88,32.73,9
ORD-87489,2023-01-22,Highlighter Pack,Office Supplies,East,140.01,24.24,9
ORD-84278,2023-01-24,Sticky Notes Pack,Office Supplies,South,92.75,20.69,9
ORD-43386,2023-01-25,Glass Coffee Table,Furniture,East,2255.78,428.9,7
ORD-22363,2023-01-25,Sticky Notes Pack,Office Supplies,West,78.52,25.47,8
ORD-63645,2023-01-25,Dell XPS 15,Technology,South,3071.94,634.89,4
ORD-16755,2023-01-26,Sony Headphones,Technology,South,244.21,65.25,2
ORD-99080,2023-01-27,IKEA Standing Desk,Furniture,South,1179.3,145.77,4
ORD-49173,2023-01-27,HP LaserJet Printer,Technology,East,2281.27,432.07,7
ORD-71504,2023-01-29,Sticky Notes Pack,Office Supplies,East,31.11,7.15,3
ORD-42311,2023-01-29,Whiteboard Markers,Office Supplies,South,59.14,14.88,5
ORD-16829,2023-01-30,Dell XPS 15,Technology,Central,2131.47,245.26,2
ORD-47560,2023-01-30,Highlighter Pack,Office Supplies,South,52.46,16.06,4
ORD-24156,2023-01-30,Binder Clips Box,Office Supplies,East,68.51,20.81,8
ORD-57352,2023-01-30,Binder Clips Box,Office Supplies,West,17.2,3.8,2
ORD-51359,2023-01-30,Wooden Bookshelf,Furniture,West,547.95,87.6,2
ORD-62227,2023-01-31,IKEA Standing Desk,Furniture,West,375.46,31.46,1
ORD-96486,2023-02-01,Glass Coffee Table,Furniture,Central,725.06,81.51,3
ORD-85132,2023-02-01,Apple MacBook Pro,Technology,East,14395.23,1821.18,10
ORD-69606,2023-02-03,Whiteboard Markers,Office Supplies,South,57.84,21.55,5
ORD-45378,2023-02-03,Apple MacBook Pro,Technology,South,7135.38,1475.54,7
ORD-28764,2023-02-04,Highlighter Pack,Office Supplies,East,114.36,19.91,7
ORD-86471,2023-02-04,Herman Miller Chair,Furniture,South,680.46,87.86,1
ORD-36956,2023-02-05,Whiteboard Markers,Office Supplies,Central,111.79,39.34,10
ORD-71548,2023-02-05,Sony Headphones,Technology,Central,261.39,44.31,2
ORD-35362,2023-02-07,IKEA Standing Desk,Furniture,South,2712.15,322.93,10
ORD-57739,2023-02-08,SanDisk SSD 1TB,Technology,East,1106.85,184.74,9
ORD-68926,2023-02-09,Binder Clips Box,Office Supplies,Central,45.98,-4.61,7
ORD-42102,2023-02-09,Stapler Set,Office Supplies,Central,121.76,31.36,8
ORD-73762,2023-02-10,Logitech Wireless Mouse,Technology,West,120.93,40.81,3
ORD-35837,2023-02-10,Sticky Notes Pack,Office Supplies,Central,55.14,15.41,6
ORD-72114,2023-02-11,Filing Cabinet,Furniture,West,1439.4,202.55,7
ORD-19961,2023-02-11,Samsung Galaxy Tab,Technology,Central,2682.28,332.12,7
ORD-93200,2023-02-11,Sony Headphones,Technology,South,385.25,100.9,3
ORD-44312,2023-02-11,Canon DSLR Camera,Technology,East,7071.25,899.82,8
ORD-30032,2023-02-12,Dell XPS 15,Technology,South,7138.14,1349.13,9
ORD-54385,2023-02-12,HP LaserJet Printer,Technology,East,2305.13,258.3,6
ORD-88966,2023-02-12,Glass Coffee Table,Furniture,South,740.5,80.52,3
ORD-95181,2023-02-12,Canon DSLR Camera,Technology,East,6295.58,806.14,9
ORD-70402,2023-02-12,Leather Sofa,Furniture,West,1161.91,135.4,1
ORD-58903,2023-02-13,Herman Miller Chair,Furniture,East,8946.26,1370.76,9
ORD-42770,2023-02-13,Sticky Notes Pack,Office Supplies,South,85.77,-8.5,10
ORD-89254,2023-02-13,Leather Sofa,Furniture,Central,3393.19,511.16,3
ORD-87624,2023-02-14,Wooden Bookshelf,Furniture,East,2259.61,204.12,10
ORD-53746,2023-02-15,Dell XPS 15,Technology,South,856.78,137.28,1
ORD-72411,2023-02-15,Canon DSLR Camera,Technology,West,5826.18,866.14,9
ORD-93958,2023-02-15,Highlighter Pack,Office Supplies,East,115.08,20.3,7
ORD-57746,2023-02-15,Glass Coffee Table,Furniture,East,3256.44,458.0,9
ORD-72784,2023-02-16,A4 Paper Ream,Office Supplies,South,46.0,11.45,6
ORD-37487,2023-02-16,Pen Set,Office Supplies,South,184.81,41.85,9
ORD-50857,2023-02-16,Highlighter Pack,Office Supplies,Central,57.64,18.99,4
ORD-17553,2023-02-16,Apple MacBook Pro,Technology,West,5994.17,862.45,4
ORD-27322,2023-02-16,Filing Cabinet,Furniture,Central,533.24,68.68,3
ORD-46913,2023-02-17,Glass Coffee Table,Furniture,West,319.05,41.7,1
ORD-93674,2023-02-18,Apple MacBook Pro,Technology,South,4659.94,605.17,4
ORD-69596,2023-02-18,Herman Miller Chair,Furniture,West,7230.81,981.6,8
ORD-79934,2023-02-18,Pen Set,Office Supplies,South,88.2,31.71,5
ORD-29879,2023-02-18,Logitech Wireless Mouse,Technology,Central,155.67,49.78,5
ORD-56913,2023-02-18,Canon DSLR Camera,Technology,South,5011.41,1007.43,9
ORD-80592,2023-02-18,Filing Cabinet,Furniture,Central,681.91,81.0,4
ORD-28102,2023-02-19,A4 Paper Ream,Office Supplies,West,29.79,5.47,3
ORD-85065,2023-02-19,Stapler Set,Office Supplies,East,156.77,56.96,9
ORD-69255,2023-02-20,Binder Clips Box,Office Supplies,East,37.57,12.54,4
ORD-91338,2023-02-20,Whiteboard Markers,Office Supplies,East,12.96,3.03,1
ORD-93130,2023-02-21,Glass Coffee Table,Furniture,West,1697.65,176.3,6
ORD-14356,2023-02-21,Dell XPS 15,Technology,East,2302.09,288.74,2
ORD-19248,2023-02-22,Filing Cabinet,Furniture,West,1680.32,175.03,9
ORD-18668,2023-02-23,Leather Sofa,Furniture,West,5336.58,1006.28,4
ORD-40973,2023-02-23,A4 Paper Ream,Office Supplies,West,27.78,-1.31,3
ORD-81358,2023-02-25,Pen Set,Office Supplies,West,166.36,42.42,7
ORD-79443,2023-02-25,Filing Cabinet,Furniture,South,350.08,41.36,2
ORD-99881,2023-02-25,Samsung Galaxy Tab,Technology,Central,1160.29,239.63,3
ORD-46483,2023-02-26,Sticky Notes Pack,Office Supplies,Central,10.79,2.21,1
ORD-80484,2023-02-26,Highlighter Pack,Office Supplies,West,107.44,30.7,7
ORD-67958,2023-02-27,Dell XPS 15,Technology,Central,4921.68,974.82,5
ORD-18819,2023-02-27,SanDisk SSD 1TB,Technology,East,399.4,92.87,4
ORD-27030,2023-02-27,Sticky Notes Pack,Office Supplies,Central,21.9,4.66,2
ORD-34125,2023-02-28,Highlighter Pack,Office Supplies,Central,104.14,18.0,7
ORD-77880,2023-02-28,Wooden Bookshelf,Furniture,West,222.2,19.51,1
ORD-37124,2023-02-28,Whiteboard Markers,Office Supplies,Central,36.2,7.58,3
ORD-81002,2023-03-01,Glass Coffee Table,Furniture,West,3344.45,559.36,10
ORD-71974,2023-03-03,Highlighter Pack,Office Supplies,East,129.69,25.24,9
ORD-85680,2023-03-03,Whiteboard Markers,Office Supplies,South,102.35,36.95,9
ORD-46231,2023-03-03,Glass Coffee Table,Furniture,West,2168.79,259.3,8
ORD-87401,2023-03-04,Sony Headphones,Technology,East,1216.32,177.11,6
ORD-95950,2023-03-04,IKEA Standing Desk,Furniture,East,403.34,39.11,1
ORD-62162,2023-03-06,Logitech Wireless Mouse,Technology,West,186.59,40.44,5
ORD-72185,2023-03-06,Pen Set,Office Supplies,West,137.9,46.56,7
ORD-87060,2023-03-06,Sony Headphones,Technology,East,702.45,136.02,4
ORD-67469,2023-03-06,A4 Paper Ream,Office Supplies,East,83.71,14.8,8
ORD-31001,2023-03-07,Herman Miller Chair,Furniture,West,5051.88,854.92,5
ORD-86588,2023-03-07,Pen Set,Office Supplies,South,82.11,15.76,4
ORD-49986,2023-03-07,A4 Paper Ream,Office Supplies,Central,14.52,4.18,2
ORD-87436,2023-03-08,Filing Cabinet,Furniture,Central,1575.21,225.53,8
ORD-39500,2023-03-08,Sticky Notes Pack,Office Supplies,East,67.05,15.06,6
ORD-97862,2023-03-08,HP LaserJet Printer,Technology,East,710.22,107.64,2
ORD-59732,2023-03-08,Wooden Bookshelf,Furniture,East,242.91,30.61,1
ORD-86486,2023-03-11,Pen Set,Office Supplies,South,189.55,62.39,10
ORD-94109,2023-03-11,Dell XPS 15,Technology,Central,2179.59,350.03,2
ORD-86697,2023-03-12,Filing Cabinet,Furniture,Central,1180.8,160.98,6
ORD-30280,2023-03-12,Whiteboard Markers,Office Supplies,South,19.29,6.79,2
ORD-14804,2023-03-12,Binder Clips Box,Office Supplies,East,92.01,17.67,10
ORD-34331,2023-03-12,Dell XPS 15,Technology,Central,9795.37,1199.3,10
ORD-10292,2023-03-13,Leather Sofa,Furniture,South,4978.55,873.19,5
ORD-76307,2023-03-13,Glass Coffee Table,Furniture,East,576.32,61.57,2
ORD-23878,2023-03-14,Leather Sofa,Furniture,East,5096.82,570.02,4
ORD-70997,2023-03-14,Filing Cabinet,Furniture,East,1471.52,144.15,6
ORD-47664,2023-03-15,Filing Cabinet,Furniture,East,1865.03,189.28,9
ORD-18418,2023-03-15,Canon DSLR Camera,Technology,Central,2061.7,316.69,3
ORD-90199,2023-03-16,Stapler Set,Office Supplies,South,60.19,19.75,5
ORD-59308,2023-03-17,Apple MacBook Pro,Technology,East,11345.85,2817.51,9
ORD-27590,2023-03-17,Canon DSLR Camera,Technology,West,3114.35,409.02,5
ORD-96108,2023-03-17,Logitech Wireless Mouse,Technology,West,75.94,22.94,2
ORD-33996,2023-03-18,Herman Miller Chair,Furniture,South,3791.75,447.68,5
ORD-69905,2023-03-18,Canon DSLR Camera,Technology,East,5813.52,1229.34,7
ORD-47089,2023-03-18,IKEA Standing Desk,Furniture,Central,1509.96,143.56,4
ORD-78089,2023-03-19,Dell XPS 15,Technology,South,1666.99,280.73,2
ORD-40539,2023-03-19,A4 Paper Ream,Office Supplies,East,82.27,23.83,9
ORD-67941,2023-03-19,Canon DSLR Camera,Technology,East,6378.18,950.49,9
ORD-74682,2023-03-21,Filing Cabinet,Furniture,South,301.19,40.2,2
ORD-88562,2023-03-21,Apple MacBook Pro,Technology,East,1235.74,164.54,1
ORD-17398,2023-03-21,Stapler Set,Office Supplies,Central,129.45,48.59,8
ORD-42435,2023-03-24,Pen Set,Office Supplies,Central,188.92,51.79,9
ORD-27507,2023-03-25,Stapler Set,Office Supplies,South,73.75,17.16,6
ORD-87025,2023-03-26,Leather Sofa,Furniture,West,11566.19,1340.87,9
ORD-99733,2023-03-26,A4 Paper Ream,Office Supplies,West,69.47,18.6,8
ORD-45774,2023-03-26,Glass Coffee Table,Furniture,West,2285.07,365.77,8
ORD-27875,2023-03-27,Sony Headphones,Technology,West,1483.74,336.07,9
ORD-22661,2023-03-28,Logitech Wireless Mouse,Technology,West,87.33,22.4,2
ORD-48844,2023-03-28,Glass Coffee Table,Furniture,South,1253.95,121.56,5
ORD-68454,2023-03-28,Pen Set,Office Supplies,East,120.63,-9.32,5
ORD-44469,2023-03-28,HP LaserJet Printer,Technology,Central,2331.88,421.12,7
ORD-23970,2023-03-31,Highlighter Pack,Office Supplies,West,144.33,30.73,9
ORD-38157,2023-03-31,Stapler Set,Office Supplies,West,72.55,-6.48,5
ORD-99957,2023-04-01,Pen Set,Office Supplies,West,139.35,35.88,6
ORD-27133,2023-04-01,Dell XPS 15,Technology,East,1291.41,242.19,1
ORD-87564,2023-04-01,Highlighter Pack,Office Supplies,West,68.46,20.73,4
ORD-89700,2023-04-01,Canon DSLR Camera,Technology,East,2886.44,519.52,4
ORD-77681,2023-04-02,Highlighter Pack,Office Supplies,East,152.07,38.56,9
ORD-40182,2023-04-02,Sony Headphones,Technology,West,189.42,27.71,1
ORD-87280,2023-04-03,Whiteboard Markers,Office Supplies,Central,36.48,7.34,3
ORD-32193,2023-04-04,Wooden Bookshelf,Furniture,Central,1501.97,219.65,8
ORD-85493,2023-04-04,Sony Headphones,Technology,East,920.7,184.79,6
ORD-25907,2023-04-05,HP LaserJet Printer,Technology,South,2205.68,229.58,9
ORD-12717,2023-04-05,SanDisk SSD 1TB,Technology,Central,839.46,210.1,10
ORD-84108,2023-04-05,A4 Paper Ream,Office Supplies,Central,16.82,4.56,2
ORD-13018,2023-04-06,Dell XPS 15,Technology,Central,9287.15,1535.5,9
ORD-94886,2023-04-06,Binder Clips Box,Office Supplies,West,59.84,-5.89,7
ORD-49418,2023-04-07,IKEA Standing Desk,Furniture,Central,1492.42,167.95,4
ORD-98826,2023-04-07,HP LaserJet Printer,Technology,West,1206.39,124.39,4
ORD-95240,2023-04-07,Stapler Set,Office Supplies,East,16.43,3.56,1
ORD-55353,2023-04-07,A4 Paper Ream,Office Supplies,South,22.43,3.64,3
ORD-78494,2023-04-08,Dell XPS 15,Technology,Central,9699.67,1209.86,10
ORD-10433,2023-04-08,Leather Sofa,Furniture,East,12925.18,1856.66,9
ORD-78084,2023-04-09,Herman Miller Chair,Furniture,West,9590.46,1462.76,10
ORD-21846,2023-04-11,Dell XPS 15,Technology,West,4463.81,566.37,5
ORD-64700,2023-04-11,Dell XPS 15,Technology,Central,9349.69,1760.69,9
ORD-21738,2023-04-11,Binder Clips Box,Office Supplies,South,38.94,10.12,6
ORD-65531,2023-04-11,Sticky Notes Pack,Office Supplies,South,83.02,15.55,10
ORD-12810,2023-04-12,Leather Sofa,Furniture,Central,5445.04,880.39,5
ORD-22898,2023-04-12,Samsung Galaxy Tab,Technology,East,2350.9,486.68,5
ORD-64239,2023-04-13,Highlighter Pack,Office Supplies,West,113.38,34.06,7
ORD-42441,2023-04-16,Binder Clips Box,Office Supplies,Central,70.44,21.6,9
ORD-89569,2023-04-17,Apple MacBook Pro,Technology,Central,5227.02,1073.12,5
ORD-20104,2023-04-17,HP LaserJet Printer,Technology,Central,867.65,121.37,3
ORD-49968,2023-04-18,Canon DSLR Camera,Technology,West,6747.31,804.8,9
ORD-10946,2023-04-19,SanDisk SSD 1TB,Technology,South,716.78,173.69,10
ORD-18239,2023-04-20,Herman Miller Chair,Furniture,West,6485.69,801.58,8
ORD-48974,2023-04-21,IKEA Standing Desk,Furniture,South,579.25,74.21,2
ORD-19963,2023-04-21,Binder Clips Box,Office Supplies,South,5.69,-0.57,1
ORD-80143,2023-04-21,Filing Cabinet,Furniture,East,410.82,38.84,2
ORD-25000,2023-04-22,A4 Paper Ream,Office Supplies,West,94.11,25.76,10
ORD-48074,2023-04-22,Binder Clips Box,Office Supplies,Central,62.49,17.07,8
ORD-75984,2023-04-22,Sticky Notes Pack,Office Supplies,Central,95.9,32.15,9
ORD-89529,2023-04-24,Whiteboard Markers,Office Supplies,East,78.69,24.99,6
ORD-19789,2023-04-24,Highlighter Pack,Office Supplies,South,86.66,21.21,6
ORD-55839,2023-04-26,Logitech Wireless Mouse,Technology,East,411.34,97.24,10
ORD-41726,2023-04-26,Binder Clips Box,Office Supplies,West,54.73,10.36,8
ORD-82789,2023-04-28,Canon DSLR Camera,Technology,East,3967.61,760.6,5
ORD-18142,2023-04-29,Pen Set,Office Supplies,East,122.68,40.67,5
ORD-63197,2023-04-29,Filing Cabinet,Furniture,West,934.75,147.1,5
ORD-57537,2023-04-29,Whiteboard Markers,Office Supplies,West,98.69,23.24,8
ORD-92956,2023-04-29,Herman Miller Chair,Furniture,West,1660.64,225.1,2
ORD-31299,2023-04-30,Highlighter Pack,Office Supplies,Central,132.36,25.19,10
ORD-59986,2023-05-01,SanDisk SSD 1TB,Technology,Central,180.17,44.6,2
ORD-76467,2023-05-02,Herman Miller Chair,Furniture,West,940.42,92.71,1
ORD-49472,2023-05-02,Pen Set,Office Supplies,Central,39.41,8.01,2
ORD-54669,2023-05-04,Whiteboard Markers,Office Supplies,South,49.44,-3.53,4
ORD-80730,2023-05-04,Highlighter Pack,Office Supplies,West,49.72,15.38,3
ORD-74124,2023-05-04,Apple MacBook Pro,Technology,West,1296.37,261.75,1
ORD-32312,2023-05-04,HP LaserJet Printer,Technology,Central,1286.24,186.38,5
ORD-84946,2023-05-05,Sticky Notes Pack,Office Supplies,Central,53.82,12.11,6
ORD-32878,2023-05-05,Samsung Galaxy Tab,Technology,Central,3111.51,450.65,7
ORD-94887,2023-05-05,HP LaserJet Printer,Technology,South,1192.45,172.55,5
ORD-52034,2023-05-05,A4 Paper Ream,Office Supplies,East,96.27,28.83,10
ORD-17592,2023-05-06,Dell XPS 15,Technology,South,4334.91,583.91,5
ORD-57344,2023-05-06,Filing Cabinet,Furniture,South,917.44,97.18,6
ORD-88250,2023-05-06,Herman Miller Chair,Furniture,East,4125.06,547.16,4
ORD-30700,2023-05-06,Dell XPS 15,Technology,Central,1078.88,127.86,1
ORD-43158,2023-05-06,Herman Miller Chair,Furniture,East,983.17,100.8,1
ORD-84277,2023-05-08,Samsung Galaxy Tab,Technology,West,5069.67,882.67,10
ORD-83812,2023-05-08,Filing Cabinet,Furniture,Central,1228.9,152.37,6
ORD-17441,2023-05-08,Binder Clips Box,Office Supplies,South,28.38,-2.36,4
ORD-28818,2023-05-11,Sony Headphones,Technology,East,1488.12,348.28,9
ORD-67119,2023-05-11,Canon DSLR Camera,Technology,Central,1699.49,316.75,3
ORD-67373,2023-05-12,Sticky Notes Pack,Office Supplies,Central,85.14,-6.72,8
ORD-14138,2023-05-12,Binder Clips Box,Office Supplies,Central,18.94,6.16,3
ORD-26505,2023-05-14,Pen Set,Office Supplies,East,23.08,7.38,1
ORD-69871,2023-05-15,Whiteboard Markers,Office Supplies,Central,104.5,26.56,8
ORD-15226,2023-05-15,Whiteboard Markers,Office Supplies,Central,41.4,9.51,4
ORD-81820,2023-05-15,Sticky Notes Pack,Office Supplies,Central,98.11,30.54,10
ORD-48327,2023-05-16,Logitech Wireless Mouse,Technology,South,312.69,75.46,10
ORD-58434,2023-05-16,IKEA Standing Desk,Furniture,South,541.44,60.76,2
ORD-20101,2023-05-17,Logitech Wireless Mouse,Technology,West,71.2,19.25,2
ORD-59559,2023-05-18,Canon DSLR Camera,Technology,South,2595.99,332.11,4
ORD-29871,2023-05-18,Wooden Bookshelf,Furniture,Central,1240.03,112.15,6
ORD-21359,2023-05-18,Filing Cabinet,Furniture,South,853.52,97.28,6
ORD-33401,2023-05-19,Filing Cabinet,Furniture,West,1210.84,137.08,6
ORD-27940,2023-05-19,IKEA Standing Desk,Furniture,East,459.98,60.89,1
ORD-75288,2023-05-20,HP LaserJet Printer,Technology,Central,563.03,57.11,2
ORD-85880,2023-05-20,SanDisk SSD 1TB,Technology,East,956.75,218.55,10
ORD-41765,2023-05-21,Whiteboard Markers,Office Supplies,East,98.74,39.11,7
ORD-64559,2023-05-24,SanDisk SSD 1TB,Technology,West,546.41,74.63,6
ORD-30669,2023-05-25,Sticky Notes Pack,Office Supplies,West,68.37,20.31,6
ORD-24559,2023-05-25,Sticky Notes Pack,Office Supplies,Central,20.69,7.12,2
ORD-78562,2023-05-25,IKEA Standing Desk,Furniture,West,1665.26,122.51,5
ORD-25906,2023-05-26,Sony Headphones,Technology,East,1420.88,365.08,9
ORD-40539,2023-05-27,Samsung Galaxy Tab,Technology,South,3899.2,579.98,10
ORD-59105,2023-05-27,Stapler Set,Office Supplies,East,139.48,47.45,7
ORD-17455,2023-05-27,Filing Cabinet,Furniture,East,244.11,34.25,1
ORD-81146,2023-05-27,Filing Cabinet,Furniture,South,329.54,33.82,2
ORD-19880,2023-05-27,IKEA Standing Desk,Furniture,South,2676.38,317.31,8
ORD-91080,2023-05-27,IKEA Standing Desk,Furniture,West,1643.64,177.9,4
ORD-25004,2023-05-28,Herman Miller Chair,Furniture,East,9821.35,1294.04,10
ORD-13390,2023-05-28,Apple MacBook Pro,Technology,Central,8042.41,1345.09,6
ORD-98835,2023-05-29,IKEA Standing Desk,Furniture,West,3303.12,359.18,10
ORD-28051,2023-05-30,Filing Cabinet,Furniture,East,184.27,26.35,1
ORD-82512,2023-05-30,Glass Coffee Table,Furniture,Central,2659.28,369.3,9
ORD-42321,2023-05-31,Leather Sofa,Furniture,East,8779.6,1863.94,6
ORD-35307,2023-05-31,Wooden Bookshelf,Furniture,West,1386.05,200.95,5
ORD-52372,2023-06-01,Sony Headphones,Technology,East,1184.52,225.56,6
ORD-56457,2023-06-01,A4 Paper Ream,Office Supplies,West,38.4,5.79,4
ORD-37180,2023-06-02,Highlighter Pack,Office Supplies,South,95.05,17.97,7
ORD-49612,2023-06-02,SanDisk SSD 1TB,Technology,West,742.46,168.74,7
ORD-83445,2023-06-02,A4 Paper Ream,Office Supplies,East,29.31,5.81,3
ORD-56590,2023-06-03,Stapler Set,Office Supplies,Central,96.57,-7.42,7
ORD-48609,2023-06-03,Highlighter Pack,Office Supplies,West,31.16,8.0,2
ORD-44249,2023-06-04,Herman Miller Chair,Furniture,West,7015.49,936.7,7
ORD-72460,2023-06-05,HP LaserJet Printer,Technology,East,1310.8,201.32,4
ORD-57187,2023-06-05,A4 Paper Ream,Office Supplies,Central,63.57,14.76,9
ORD-98673,2023-06-05,SanDisk SSD 1TB,Technology,Central,158.96,27.32,2
ORD-90065,2023-06-05,IKEA Standing Desk,Furniture,Central,748.95,58.11,2
ORD-10739,2023-06-07,IKEA Standing Desk,Furniture,West,3948.58,505.85,10
ORD-47938,2023-06-08,Samsung Galaxy Tab,Technology,West,1311.79,208.85,3
ORD-35856,2023-06-09,Canon DSLR Camera,Technology,East,2359.45,520.87,3
ORD-67939,2023-06-09,Sony Headphones,Technology,South,1137.52,218.67,8
ORD-16433,2023-06-09,Binder Clips Box,Office Supplies,Central,55.16,11.3,8
ORD-24160,2023-06-10,Canon DSLR Camera,Technology,East,5172.22,1069.81,6
ORD-57638,2023-06-13,Canon DSLR Camera,Technology,West,7949.51,1621.93,10
ORD-51910,2023-06-13,SanDisk SSD 1TB,Technology,West,256.53,64.01,3
ORD-54606,2023-06-13,Dell XPS 15,Technology,West,8052.31,1797.96,8
ORD-81932,2023-06-14,Pen Set,Office Supplies,West,92.23,29.29,4
ORD-39098,2023-06-14,Herman Miller Chair,Furniture,East,1639.49,160.17,2
ORD-83273,2023-06-14,A4 Paper Ream,Office Supplies,South,12.52,2.97,2
ORD-11244,2023-06-15,Pen Set,Office Supplies,Central,145.31,48.62,8
ORD-19828,2023-06-15,SanDisk SSD 1TB,Technology,South,167.24,33.73,2
ORD-43743,2023-06-15,Binder Clips Box,Office Supplies,West,7.79,2.46,1
ORD-63581,2023-06-16,Apple MacBook Pro,Technology,West,4607.72,1123.95,4
ORD-15646,2023-06-16,Logitech Wireless Mouse,Technology,East,45.73,9.21,1
ORD-34530,2023-06-16,Stapler Set,Office Supplies,South,90.24,29.79,6
ORD-30410,2023-06-17,Wooden Bookshelf,Furniture,South,1560.38,191.11,7
ORD-59689,2023-06-17,Sticky Notes Pack,Office Supplies,West,98.57,28.98,8
ORD-90315,2023-06-18,Leather Sofa,Furniture,West,4569.75,843.02,4
ORD-47602,2023-06-18,SanDisk SSD 1TB,Technology,West,1026.46,167.34,10
ORD-25314,2023-06-18,Filing Cabinet,Furniture,Central,531.63,66.92,3
ORD-60275,2023-06-19,Wooden Bookshelf,Furniture,West,273.82,26.46,1
ORD-33405,2023-06-19,Sticky Notes Pack,Office Supplies,South,10.2,-0.73,1
ORD-23726,2023-06-19,Samsung Galaxy Tab,Technology,East,2908.16,583.45,6
ORD-57139,2023-06-20,Leather Sofa,Furniture,South,4234.39,864.8,5
ORD-97910,2023-06-22,IKEA Standing Desk,Furniture,Central,782.86,96.62,2
